metric_group,log_name,metric,value,unit,value_numeric
dataset_registration,01_ns_process_data_sequential.log,total_images_mentioned,707,images,707.0
dataset_registration,01_ns_process_data_sequential.log,colmap_poses_found,,images,
dataset_registration,01_ns_process_data_sequential.log,colmap_images_matched,707,images,707.0
render,03_render_dataset_trajectory.log,frames_rendered,637,frames,637.0
render,03_render_dataset_trajectory.log,frames_target,637,frames,637.0
render,03_render_dataset_trajectory.log,fps,5.74,fps,5.74
gaussian_export,05_export_gaussian_splat_ply.log,gaussians_exported,221331,gaussians,221331.0
gaussian_export,05_export_gaussian_splat_ply.log,gaussians_total,225531,gaussians,225531.0
gaussian_export,05_export_gaussian_splat_ply.log,gaussians_low_opacity,4200,gaussians,4200.0
gaussian_export,05_export_gaussian_splat_ply.log,gaussians_nan_inf,0,gaussians,0.0
render,08_render_nerfacto_dataset_traj.log,frames_rendered,637,frames,637.0
render,08_render_nerfacto_dataset_traj.log,frames_target,637,frames,637.0
render,08_render_nerfacto_dataset_traj.log,fps,0.37,fps,0.37
pointcloud,10_colmap_image_undistorter_clean.log,points_mentioned_1,161708,points,161708.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_1,77114,points,77114.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_2,98027,points,98027.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_3,113295,points,113295.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_4,129616,points,129616.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_5,141258,points,141258.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_6,147254,points,147254.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_7,156512,points,156512.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_8,164483,points,164483.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_9,173606,points,173606.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_10,183684,points,183684.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_11,199343,points,199343.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_12,207215,points,207215.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_13,211942,points,211942.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_14,216812,points,216812.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_15,225533,points,225533.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_16,228989,points,228989.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_17,230653,points,230653.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_18,231968,points,231968.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_19,233018,points,233018.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_20,233792,points,233792.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_21,234359,points,234359.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_22,235352,points,235352.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_23,235775,points,235775.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_24,238865,points,238865.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_25,246376,points,246376.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_26,249322,points,249322.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_27,253360,points,253360.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_28,257436,points,257436.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_29,265756,points,265756.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_30,269074,points,269074.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_31,269659,points,269659.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_32,269741,points,269741.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_33,270477,points,270477.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_34,272039,points,272039.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_35,291254,points,291254.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_36,311880,points,311880.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_37,322048,points,322048.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_38,338282,points,338282.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_39,345032,points,345032.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_40,348685,points,348685.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_41,351364,points,351364.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_42,354742,points,354742.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_43,357918,points,357918.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_44,364578,points,364578.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_45,369409,points,369409.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_46,375239,points,375239.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_47,381151,points,381151.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_48,404911,points,404911.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_49,418954,points,418954.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_50,427039,points,427039.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_51,431539,points,431539.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_52,436013,points,436013.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_53,439728,points,439728.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_54,448205,points,448205.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_55,466912,points,466912.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_56,479358,points,479358.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_57,486937,points,486937.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_58,492390,points,492390.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_59,496036,points,496036.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_60,498736,points,498736.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_61,500891,points,500891.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_62,502558,points,502558.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_63,503616,points,503616.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_64,504428,points,504428.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_65,505558,points,505558.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_66,506140,points,506140.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_67,506677,points,506677.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_68,514206,points,514206.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_69,515858,points,515858.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_70,517559,points,517559.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_71,517800,points,517800.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_72,519982,points,519982.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_73,525953,points,525953.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_74,530390,points,530390.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_75,536584,points,536584.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_76,543017,points,543017.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_77,546847,points,546847.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_78,548760,points,548760.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_79,549812,points,549812.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_80,550511,points,550511.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_81,550894,points,550894.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_82,551282,points,551282.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_83,551449,points,551449.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_84,551569,points,551569.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_85,551627,points,551627.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_86,551667,points,551667.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_87,551668,points,551668.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_88,551675,points,551675.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_89,551703,points,551703.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_90,551703,points,551703.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_91,555396,points,555396.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_92,556805,points,556805.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_93,558649,points,558649.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_94,560053,points,560053.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_95,564839,points,564839.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_96,572572,points,572572.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_97,574121,points,574121.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_98,574214,points,574214.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_99,574214,points,574214.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_100,574214,points,574214.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_101,574240,points,574240.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_102,574892,points,574892.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_103,575480,points,575480.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_104,575714,points,575714.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_105,576386,points,576386.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_106,577906,points,577906.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_107,578631,points,578631.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_108,584882,points,584882.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_109,587109,points,587109.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_110,590578,points,590578.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_111,593030,points,593030.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_112,594382,points,594382.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_113,594964,points,594964.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_114,595168,points,595168.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_115,595294,points,595294.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_116,595338,points,595338.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_117,595367,points,595367.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_118,595369,points,595369.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_119,595370,points,595370.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_120,595370,points,595370.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_121,595370,points,595370.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_122,595370,points,595370.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_123,595370,points,595370.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_124,595370,points,595370.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_125,595371,points,595371.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_126,595371,points,595371.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_127,595371,points,595371.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_128,623597,points,623597.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_129,626620,points,626620.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_130,626621,points,626621.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_131,626621,points,626621.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_132,672793,points,672793.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_133,692281,points,692281.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_134,704503,points,704503.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_135,709273,points,709273.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_136,712292,points,712292.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_137,718986,points,718986.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_138,728490,points,728490.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_139,734522,points,734522.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_140,739183,points,739183.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_141,741759,points,741759.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_142,743222,points,743222.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_143,744088,points,744088.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_144,744853,points,744853.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_145,745354,points,745354.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_146,746281,points,746281.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_147,747310,points,747310.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_148,748993,points,748993.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_149,750316,points,750316.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_150,753339,points,753339.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_151,756318,points,756318.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_152,761815,points,761815.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_153,769423,points,769423.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_154,775525,points,775525.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_155,779750,points,779750.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_156,783338,points,783338.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_157,787328,points,787328.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_158,789387,points,789387.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_159,793531,points,793531.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_160,802614,points,802614.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_161,806893,points,806893.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_162,809220,points,809220.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_163,810866,points,810866.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_164,811476,points,811476.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_165,811795,points,811795.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_166,811978,points,811978.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_167,812159,points,812159.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_168,812243,points,812243.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_169,812269,points,812269.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_170,812269,points,812269.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_171,812269,points,812269.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_172,856029,points,856029.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_173,872899,points,872899.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_174,883536,points,883536.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_175,889916,points,889916.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_176,893678,points,893678.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_177,898058,points,898058.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_178,900141,points,900141.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_179,904816,points,904816.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_180,907348,points,907348.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_181,908935,points,908935.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_182,910173,points,910173.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_183,911500,points,911500.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_184,939160,points,939160.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_185,951396,points,951396.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_186,975765,points,975765.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_187,987380,points,987380.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_188,994310,points,994310.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_189,999473,points,999473.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_190,1002666,points,1002666.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_191,1005626,points,1005626.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_192,1007659,points,1007659.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_193,1008878,points,1008878.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_194,1009812,points,1009812.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_195,1010434,points,1010434.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_196,1010874,points,1010874.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_197,1011161,points,1011161.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_198,1011293,points,1011293.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_199,1011373,points,1011373.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_200,1011446,points,1011446.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_201,1011693,points,1011693.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_202,1011739,points,1011739.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_203,1011993,points,1011993.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_204,1013675,points,1013675.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_205,1019630,points,1019630.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_206,1033708,points,1033708.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_207,1054233,points,1054233.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_208,1070289,points,1070289.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_209,1077849,points,1077849.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_210,1083563,points,1083563.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_211,1089307,points,1089307.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_212,1092717,points,1092717.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_213,1095434,points,1095434.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_214,1101306,points,1101306.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_215,1111194,points,1111194.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_216,1116220,points,1116220.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_217,1118776,points,1118776.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_218,1120371,points,1120371.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_219,1121391,points,1121391.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_220,1122526,points,1122526.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_221,1123361,points,1123361.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_222,1125248,points,1125248.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_223,1136107,points,1136107.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_224,1145110,points,1145110.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_225,1149132,points,1149132.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_226,1151438,points,1151438.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_227,1155830,points,1155830.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_228,1157403,points,1157403.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_229,1158234,points,1158234.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_230,1159410,points,1159410.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_231,1162878,points,1162878.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_232,1163282,points,1163282.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_233,1163410,points,1163410.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_234,1163410,points,1163410.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_235,1164186,points,1164186.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_236,1164186,points,1164186.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_237,1164186,points,1164186.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_238,1164186,points,1164186.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_239,1164186,points,1164186.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_240,1164186,points,1164186.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_241,1164186,points,1164186.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_242,1208652,points,1208652.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_243,1229696,points,1229696.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_244,1270941,points,1270941.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_245,1276935,points,1276935.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_246,1287129,points,1287129.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_247,1290331,points,1290331.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_248,1316408,points,1316408.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_249,1329048,points,1329048.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_250,1341097,points,1341097.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_251,1345908,points,1345908.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_252,1348801,points,1348801.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_253,1354609,points,1354609.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_254,1360251,points,1360251.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_255,1369858,points,1369858.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_256,1374575,points,1374575.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_257,1377058,points,1377058.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_258,1378649,points,1378649.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_259,1379997,points,1379997.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_260,1380703,points,1380703.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_261,1381908,points,1381908.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_262,1382227,points,1382227.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_263,1382448,points,1382448.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_264,1382608,points,1382608.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_265,1383845,points,1383845.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_266,1384646,points,1384646.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_267,1385513,points,1385513.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_268,1387243,points,1387243.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_269,1394775,points,1394775.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_270,1403960,points,1403960.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_271,1406305,points,1406305.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_272,1407272,points,1407272.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_273,1409149,points,1409149.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_274,1410475,points,1410475.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_275,1412209,points,1412209.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_276,1412779,points,1412779.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_277,1413607,points,1413607.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_278,1414169,points,1414169.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_279,1417352,points,1417352.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_280,1437898,points,1437898.0
pointcloud,12_colmap_stereo_fusion_clean_v2.log,points_mentioned_281,1454442,points,1454442.0
