metric_group,log_name,metric,value,unit,value_numeric
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_304,1347997,points,1347997.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_305,1350852,points,1350852.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_306,1359990,points,1359990.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_307,1379884,points,1379884.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_308,1390015,points,1390015.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_309,1397075,points,1397075.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_310,1401321,points,1401321.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_311,1405854,points,1405854.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_312,1414113,points,1414113.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_313,1435811,points,1435811.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_314,1449701,points,1449701.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_315,1462459,points,1462459.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_316,1466927,points,1466927.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_317,1469542,points,1469542.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_318,1471239,points,1471239.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_319,1472537,points,1472537.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_320,1473129,points,1473129.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_321,1474379,points,1474379.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_322,1484884,points,1484884.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_323,1496035,points,1496035.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_324,1503061,points,1503061.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_325,1505595,points,1505595.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_326,1510588,points,1510588.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_327,1514502,points,1514502.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_328,1520072,points,1520072.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_329,1525177,points,1525177.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_330,1527880,points,1527880.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_331,1529191,points,1529191.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_332,1529942,points,1529942.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_333,1532353,points,1532353.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_334,1533295,points,1533295.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_335,1533298,points,1533298.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_336,1533298,points,1533298.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_337,1533298,points,1533298.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_338,1533386,points,1533386.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_339,1533386,points,1533386.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_340,1533386,points,1533386.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_341,1533386,points,1533386.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_342,1533386,points,1533386.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_343,1533386,points,1533386.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_344,1533386,points,1533386.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_345,1533389,points,1533389.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_346,1533402,points,1533402.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_347,1533402,points,1533402.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_348,1533402,points,1533402.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_349,1533402,points,1533402.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_350,1584810,points,1584810.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_351,1593012,points,1593012.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_352,1596633,points,1596633.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_353,1601909,points,1601909.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_354,1606193,points,1606193.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_355,1608228,points,1608228.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_356,1608806,points,1608806.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_357,1613530,points,1613530.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_358,1614165,points,1614165.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_359,1618357,points,1618357.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_360,1628209,points,1628209.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_361,1635653,points,1635653.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_362,1661136,points,1661136.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_363,1669562,points,1669562.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_364,1684185,points,1684185.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_365,1699096,points,1699096.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_366,1705179,points,1705179.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_367,1716278,points,1716278.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_368,1722555,points,1722555.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_369,1728763,points,1728763.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_370,1734930,points,1734930.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_371,1741149,points,1741149.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_372,1743702,points,1743702.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_373,1746989,points,1746989.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_374,1749754,points,1749754.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_375,1753560,points,1753560.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_376,1757927,points,1757927.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_377,1765858,points,1765858.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_378,1772512,points,1772512.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_379,1778674,points,1778674.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_380,1790397,points,1790397.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_381,1793735,points,1793735.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_382,1795319,points,1795319.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_383,1795984,points,1795984.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_384,1796351,points,1796351.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_385,1799786,points,1799786.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_386,1805211,points,1805211.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_387,1814511,points,1814511.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_388,1818708,points,1818708.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_389,1827826,points,1827826.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_390,1840305,points,1840305.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_391,1849044,points,1849044.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_392,1855643,points,1855643.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_393,1864155,points,1864155.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_394,1875731,points,1875731.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_395,1877671,points,1877671.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_396,1878181,points,1878181.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_397,1879141,points,1879141.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_398,1881029,points,1881029.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_399,1881106,points,1881106.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_400,1881125,points,1881125.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_401,1881127,points,1881127.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_402,1881127,points,1881127.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_403,1881127,points,1881127.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_404,1932471,points,1932471.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_405,1944504,points,1944504.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_406,1952027,points,1952027.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_407,1958911,points,1958911.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_408,1964518,points,1964518.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_409,1967916,points,1967916.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_410,1970122,points,1970122.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_411,1971257,points,1971257.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_412,1973791,points,1973791.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_413,1981802,points,1981802.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_414,1984833,points,1984833.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_415,1988838,points,1988838.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_416,1990345,points,1990345.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_417,1995984,points,1995984.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_418,2002051,points,2002051.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_419,2005576,points,2005576.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_420,2008072,points,2008072.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_421,2009080,points,2009080.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_422,2010298,points,2010298.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_423,2010562,points,2010562.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_424,2010628,points,2010628.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_425,2010674,points,2010674.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_426,2011775,points,2011775.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_427,2018655,points,2018655.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_428,2021426,points,2021426.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_429,2023822,points,2023822.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_430,2029995,points,2029995.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_431,2035187,points,2035187.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_432,2039088,points,2039088.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_433,2044145,points,2044145.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_434,2052997,points,2052997.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_435,2055128,points,2055128.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_436,2055424,points,2055424.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_437,2055556,points,2055556.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_438,2055659,points,2055659.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_439,2055659,points,2055659.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_440,2055659,points,2055659.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_441,2057042,points,2057042.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_442,2067684,points,2067684.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_443,2072954,points,2072954.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_444,2086267,points,2086267.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_445,2091179,points,2091179.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_446,2094038,points,2094038.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_447,2100036,points,2100036.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_448,2113280,points,2113280.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_449,2120704,points,2120704.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_450,2124495,points,2124495.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_451,2128065,points,2128065.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_452,2130441,points,2130441.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_453,2137468,points,2137468.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_454,2149679,points,2149679.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_455,2153419,points,2153419.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_456,2155103,points,2155103.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_457,2156108,points,2156108.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_458,2156686,points,2156686.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_459,2156981,points,2156981.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_460,2157134,points,2157134.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_461,2157238,points,2157238.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_462,2158089,points,2158089.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_463,2158089,points,2158089.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_464,2158089,points,2158089.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_465,2158089,points,2158089.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_466,2158089,points,2158089.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_467,2158089,points,2158089.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_468,2158149,points,2158149.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_469,2158189,points,2158189.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_470,2158193,points,2158193.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_471,2158193,points,2158193.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_472,2158193,points,2158193.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_473,2158517,points,2158517.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_474,2158630,points,2158630.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_475,2158630,points,2158630.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_476,2158630,points,2158630.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_477,2158659,points,2158659.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_478,2158659,points,2158659.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_479,2158660,points,2158660.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_480,2158660,points,2158660.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_481,2158660,points,2158660.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_482,2158660,points,2158660.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_483,2185234,points,2185234.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_484,2192408,points,2192408.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_485,2196707,points,2196707.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_486,2201121,points,2201121.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_487,2204685,points,2204685.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_488,2207136,points,2207136.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_489,2208796,points,2208796.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_490,2216078,points,2216078.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_491,2219620,points,2219620.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_492,2223438,points,2223438.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_493,2225119,points,2225119.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_494,2226067,points,2226067.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_495,2227724,points,2227724.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_496,2228308,points,2228308.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_497,2228626,points,2228626.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_498,2228777,points,2228777.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_499,2228847,points,2228847.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_500,2228894,points,2228894.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_501,2228984,points,2228984.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_502,2236363,points,2236363.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_503,2238279,points,2238279.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_504,2238778,points,2238778.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_505,2239364,points,2239364.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_506,2239717,points,2239717.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_507,2239760,points,2239760.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_508,2239761,points,2239761.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_509,2239761,points,2239761.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_510,2239761,points,2239761.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_511,2240589,points,2240589.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_512,2246728,points,2246728.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_513,2247918,points,2247918.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_514,2248342,points,2248342.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_515,2248456,points,2248456.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_516,2248523,points,2248523.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_517,2248523,points,2248523.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_518,2248523,points,2248523.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_519,2248523,points,2248523.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_520,2248523,points,2248523.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_521,2248523,points,2248523.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_522,2284584,points,2284584.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_523,2286828,points,2286828.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_524,2287020,points,2287020.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_525,2287020,points,2287020.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_526,2287020,points,2287020.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_527,2287020,points,2287020.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_528,2287020,points,2287020.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_529,2287020,points,2287020.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_530,2287020,points,2287020.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_531,2287020,points,2287020.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_532,2288990,points,2288990.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_533,2293685,points,2293685.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_534,2296980,points,2296980.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_535,2297227,points,2297227.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_536,2297227,points,2297227.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_537,2297227,points,2297227.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_538,2297227,points,2297227.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_539,2299368,points,2299368.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_540,2301517,points,2301517.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_541,2307597,points,2307597.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_542,2315481,points,2315481.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_543,2328481,points,2328481.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_544,2343090,points,2343090.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_545,2347425,points,2347425.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_546,2355246,points,2355246.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_547,2358527,points,2358527.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_548,2363349,points,2363349.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_549,2367133,points,2367133.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_550,2371132,points,2371132.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_551,2372544,points,2372544.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_552,2374152,points,2374152.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_553,2374664,points,2374664.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_554,2374876,points,2374876.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_555,2374993,points,2374993.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_556,2375030,points,2375030.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_557,2375039,points,2375039.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_558,2375039,points,2375039.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_559,2375042,points,2375042.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_560,2375074,points,2375074.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_561,2375124,points,2375124.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_562,2375124,points,2375124.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_563,2375124,points,2375124.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_564,2375157,points,2375157.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_565,2375157,points,2375157.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_566,2375157,points,2375157.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_567,2375241,points,2375241.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_568,2375416,points,2375416.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_569,2375439,points,2375439.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_570,2375440,points,2375440.0
pointcloud,12_colmap_stereo_fusion_high_safe_nohup.log,points_mentioned_571,2375440,points,2375440.0
