"FullName","SizeMB","LastWriteTime","RelevanceScore","Signals","HybridDatasetConfirmed"
"C:\nerfstudio_work\thesis\03-panteon-asociacion-catalana\01-logs\experiment-trace\02_sfm\03_nerfstudio_colmap_results_2026-08-23.txt","0.007","8/25/2026 11:00:27 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\thesis\03-panteon-asociacion-catalana\01-logs\experiment-trace\02_sfm\01_realityscan_sfm_2026-08-22_16-46-20.txt","0.003","8/25/2026 11:00:27 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\thesis\03-panteon-asociacion-catalana\01-logs\insta360\03_nerfstudio_dataset_conversion.log","0.001","8/25/2026 11:00:27 AM","2","PATH_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\08_ns_process_data_insta360_sequential_fisheye.log","0.001","8/25/2026 11:00:14 AM","2","PATH_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\04_ffmpeg_splatfacto_dataset_traj.log","0.006","8/25/2026 11:00:14 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\03_render_splatfacto_dataset_trajectory.log","0.002","8/25/2026 11:00:14 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\dji-only\nerf308\train-nerfacto.log","4.316","8/25/2026 11:00:14 AM","2","PATH_DJI","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\experiment-trace\01_realityscan-colmap\colmap-nerfstudio-failed.log","0.001","8/25/2026 11:00:13 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\experiment-trace\04_splatfacto-train\train-splatfacto-ds8.log","4.319","8/25/2026 11:00:13 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\experiment-trace\08_metrics\experiment-summary.txt","0.003","8/25/2026 11:00:13 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\08_render_nerfacto_dataset_traj.log","0.002","8/25/2026 11:00:13 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\05_ns_process_data_dji_sequential.log","0.001","8/25/2026 11:00:13 AM","2","PATH_DJI","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\09_ns_process_data_insta360_sequential_perspective.log","0.001","8/25/2026 11:00:13 AM","2","PATH_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\01_process_realityscan_insta360.log","0.001","8/25/2026 11:00:13 AM","2","PATH_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\05_export_gaussian_splat_ply.log","0.001","8/25/2026 11:00:13 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\10_ns_process_data_insta360_sequential_perspective_multicam.log","0.001","8/25/2026 11:00:13 AM","2","PATH_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\00_system_dataset_info.log","0.014","8/25/2026 11:00:13 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\11_process_realityscan_insta360.log","0.001","8/25/2026 11:00:13 AM","2","PATH_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\templete-central\splat-ds8\train-splatfacto-ds8.log","4.319","8/25/2026 11:00:13 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\06_train_nerfacto.log","4.478","8/25/2026 11:00:13 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\09_ffmpeg_nerfacto_dataset_traj.log","0.006","8/25/2026 11:00:13 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\templete-central\splatfacto\train-splatfacto-ds8.log","0.014","8/25/2026 11:00:13 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\02-templete-central\01-logs\02_train_splatfacto.log","4.377","8/25/2026 11:00:13 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\01-paraguas-vicentelopez\01-logs\04_render_spiral_simple.log","0.001","8/25/2026 11:00:02 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\01-paraguas-vicentelopez\01-logs\02_train_splatfacto.log","4.476","8/25/2026 11:00:02 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\01-paraguas-vicentelopez\01-logs\04_render_spiral_rgb.log","0.001","8/25/2026 11:00:02 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\thesis\01-paraguas-vicentelopez\01-logs\00_system_dataset_info.log","0.005","8/25/2026 11:00:02 AM","2","CONTENT_INSTA360","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\05_renders\splatfacto-render-success.log","0.001","8/25/2026 10:42:27 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\07_metrics\experiment-summary.txt","0.004","8/25/2026 10:42:17 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\render-panteon\render-splat-train.log","0.001","8/25/2026 10:28:29 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\05_renders\nerfacto-render-success.log","0.007","8/25/2026 10:23:47 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\render-panteon\render-nerf-train.log","0.007","8/25/2026 9:21:36 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\03_nerfacto\failed-render-attempts\attempts-summary.txt","0.02","8/25/2026 8:20:46 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\06_exports\export-splat-ds8.log","0.006","8/25/2026 8:20:23 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\04_splatfacto\train-splatfacto-full-ds4.log","0.017","8/25/2026 8:20:23 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\03_nerfacto\failed-render-attempts\render-safe.log","0.006","8/25/2026 8:20:22 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\03_nerfacto\failed-render-attempts\render-downscale2-repeat1.log","0","8/25/2026 8:20:22 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\03_nerfacto\failed-render-attempts\render-downscale2.log","0","8/25/2026 8:20:22 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\03_nerfacto\failed-render-attempts\render-dataset-train-limited.log","0.006","8/25/2026 8:20:22 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\03_nerfacto\failed-render-attempts\render-dataset-train.log","0.006","8/25/2026 8:20:22 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\03_nerfacto\training-summary.txt","0.002","8/25/2026 8:20:22 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\02_sfm\03_nerfstudio_colmap_results_2026-08-23.txt","0.007","8/25/2026 8:20:22 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\02_sfm\01_realityscan_sfm_2026-08-22_16-46-20.txt","0.003","8/25/2026 8:20:22 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\01_dataset\00_dataset_input_2026-08-22_16-00-31.txt","0.002","8/25/2026 8:20:22 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\01_dataset\dataset-summary.txt","0.001","8/25/2026 8:12:29 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\experiment-trace\07_metrics\checkpoints.txt","0","8/25/2026 8:12:21 AM","2","CONTENT_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\sfm-djionly\colmap-nerfstudio\colmap\text\points3D.txt","100.119","8/23/2026 3:30:27 PM","2","PATH_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\sfm-djionly\colmap-nerfstudio\colmap\text\images.txt","585.862","8/23/2026 3:08:51 PM","2","PATH_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\sfm-djionly\colmap-nerfstudio\colmap\text\cameras.txt","0","8/23/2026 3:06:05 PM","2","PATH_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\dji-only\03_nerfstudio_colmap_model_analyzer.txt","0.001","8/23/2026 1:18:41 PM","2","PATH_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\dji-only\01_realityscan_sfm_2026-08-22.txt","0.004","8/22/2026 4:52:59 PM","2","PATH_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\sfm-djionly\colmap-realityscan\sparse\0\points3D.txt","205.894","8/22/2026 4:42:24 PM","2","PATH_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\sfm-djionly\colmap-realityscan\sparse\0\images.txt","264.651","8/22/2026 4:41:56 PM","2","PATH_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\sfm-djionly\colmap-realityscan\sparse\0\cameras.txt","0.098","8/22/2026 4:41:39 PM","2","PATH_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\dji\03_nerfstudio_dataset_conversion.log","0.001","8/13/2026 4:56:42 PM","2","PATH_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\dji\03_nerfstudio_dataset_conversion_max600.log","0.001","8/13/2026 4:50:04 PM","2","PATH_DJI","False"
"C:\nerfstudio_work\panteon-chacarita\panteon-asociacion-catalana\logs\insta360\03_nerfstudio_dataset_conversion.log","0.001","8/13/2026 10:24:47 AM","2","PATH_INSTA360","False"
