frame_index,file_path,file_name,x,y,z,forward_x,forward_y,forward_z,up_x,up_y,up_z,right_x,right_y,right_z,yaw_xz_deg,pitch_y_deg,step_from_previous,step_zscore
158,images/frame_00549.jpg,frame_00549.jpg,4.272771899172068,0.5457338286425133,-0.8655008252703339,-0.7761499746648726,-0.6305237022918968,-0.005574556111218735,0.00619975848201504,-0.01647144277546675,0.9998451142890379,-0.6305178647924913,0.7759951999986946,0.01669340458096158,-90.41150944571984,-39.08877091816474,0.5985954429910063,1.054706434640943
62,images/frame_00645.jpg,frame_00645.jpg,-3.8884164665224072,-1.8148836140043967,-0.8454023976718538,0.9758124792963357,0.2184370723952034,-0.008674598143473353,0.009117537651451284,-0.001019854184499824,0.9999579133166638,0.2184190324965121,-0.975850502536559,-0.00298679467532037,90.50932405706514,12.61725131032474,0.5640145175059492,0.9773400538620272
508,images/frame_00343.jpg,frame_00343.jpg,0.3669480951214397,-0.7417788162295907,1.1126442043341163,-0.0010516051780276108,0.9999835282606245,0.005642280920197842,0.001755987483567952,-0.005640428763880217,0.9999825498834052,0.9999979043150575,0.0010614946031307787,-0.001750027057055411,-10.557620036133452,89.67114234366312,0.5466467043293478,0.9384838107548658
505,images/frame_00340.jpg,frame_00340.jpg,0.4097160427539902,-1.6687518609943128,1.1206774702924303,0.0002958234840011029,0.9999889737505315,0.004686455571621883,0.0014684656102429915,-0.004686885125624032,0.9999879372855309,0.9999988770479784,-0.00028893801701496174,-0.0014698359107316486,3.611893619244431,89.73093826622238,0.5443898562560645,0.9334346640085402
504,images/frame_00339.jpg,frame_00339.jpg,0.42705527738565635,-2.2126738952548313,1.106238385044881,-0.00017668472728061914,0.9999900643278925,0.004453990121738002,0.001142463080125002,-0.004453785430756543,0.9999894282308426,0.9999993307800848,0.00018177137886556715,-0.0011416648142639077,-2.2716673910680365,89.74459075389464,0.537898572542707,0.9189120009951227
581,images/frame_00416.jpg,frame_00416.jpg,0.37864699331834467,4.35728306983263,-0.3855750128424078,-0.08318531306232643,-0.996461681064914,-0.012013320107627602,0.00802334629481181,-0.01272440839220898,0.9998868502712204,-0.9965017950836597,0.08307951372242053,0.00905344104138636,-98.21763300239668,-85.1786988689678,0.5242613140132629,0.8884019634131212
339,images/frame_00014.jpg,frame_00014.jpg,2.8156153438358946,-0.4337118758969622,-1.9384664872874158,-0.7435944732576834,-0.6684760104460334,-0.014390302247792575,-0.00364757723893594,-0.017466136207430268,0.9998408009609677,-0.6686209333553015,0.74352858421458,0.010549404483082826,-91.10866972285964,-41.9495512512853,0.5130223648356583,0.8632575576624663
6,images/frame_00701.jpg,frame_00701.jpg,-2.4158877668052514,0.3389386545835855,-0.8272475677925862,0.8933382393931318,-0.44915586961855414,-0.014345481002027776,0.013362379041395847,-0.005358652139663129,0.99989635946612,-0.44918619175608376,-0.8934373439891833,0.001214702111758691,90.91999294416009,-26.68953831061611,0.5031920152736579,0.8412645497618473
196,images/frame_00227.jpg,frame_00227.jpg,-3.779510646564859,-3.3190074031929946,0.6974761746909482,0.7919915453035011,0.6105293514245465,-0.0018169251209330956,0.0035552821848746177,-0.0016360265477261906,0.9999923406635278,0.6105217032476064,-0.7919919396472782,-0.003466323323620286,90.13144326995531,37.627788367843856,0.5007344729371365,0.8357663985839738
5,images/frame_00702.jpg,frame_00702.jpg,-1.9715363429582016,0.10281982587390029,-0.8286314352107083,0.8913325844149922,-0.45312658850593934,-0.014230837960561243,0.013081743609840915,-0.005669954428543727,0.9998983536344607,-0.453161218490966,-0.8914281487622809,0.0008738707202013427,90.91469525300714,-26.944460278220625,0.4983960316533014,0.8305347069430865
