frame_index,file_path,file_name,x,y,z,forward_x,forward_y,forward_z,up_x,up_y,up_z,right_x,right_y,right_z,yaw_xz_deg,pitch_y_deg
13,images/frame_00694.jpg,frame_00694.jpg,-2.640427943333042,0.46818364027877496,-0.8200933628950632,0.9283021458509754,-0.37153150722683453,-0.014814288583363965,0.014071189719527533,-0.004711153238730964,0.9998898962661031,-0.3715603929758279,-0.9284083919121573,0.000854516664878607,90.91427577966934,-21.8101003447637
14,images/frame_00693.jpg,frame_00693.jpg,-2.643729619529615,0.46937458189785847,-0.8194002392496431,0.9283023786467075,-0.37152233128349266,-0.015028278562213051,0.014282005655188142,-0.0047602943486237705,0.9998866745347592,-0.37155176774351373,-0.9284118132355885,0.000887091470420694,90.92747982088358,-21.80953406916553
15,images/frame_00692.jpg,frame_00692.jpg,-2.654120555159203,0.4717643870266013,-0.8199668667140805,0.928302388103422,-0.3715190239798796,-0.015109237655196008,0.014346787119309702,-0.0048163094439923745,0.9998854788738023,-0.371549248338409,-0.9284128478130713,0.0008591127899689862,90.93247537372109,-21.809329965868066
16,images/frame_00691.jpg,frame_00691.jpg,-2.6536490773188137,0.4680082994207354,-0.8201325388794971,0.928158537394965,-0.3718713631883516,-0.015277980929312202,0.014514879477769228,-0.0048513612409044615,0.9998828834257821,-0.371901930264667,-0.9282715936268584,0.0008948356650750298,90.9430337002319,-21.8310754765448
17,images/frame_00690.jpg,frame_00690.jpg,-2.6464439093215857,0.47775273005571056,-0.8112299297396915,0.9280206375836769,-0.3722162704912911,-0.015255890676708624,0.014458814629486557,-0.004932701911306476,0.9998832977559753,-0.37224808515061003,-0.9281329185162048,0.0008041568851756936,90.94181032752935,-21.85236551104177
18,images/frame_00689.jpg,frame_00689.jpg,-2.784745585561761,0.5370758223040836,-0.8156280840827486,0.9275990589757825,-0.37326718215620025,-0.01521822960835335,0.014487191827649038,-0.0047637574391797164,0.9998837061818786,-0.3732962698182121,-0.9277116552788537,0.0009887363540796367,90.93991267287558,-21.917254538162705
19,images/frame_00688.jpg,frame_00688.jpg,-2.8073026380108472,0.5461628744036603,-0.8173112606906944,0.9278319235440542,-0.3726891878677246,-0.015188446235088112,0.014383116777797387,-0.004941315173647209,0.9998843469902462,-0.37272113651401184,-0.9279430751133663,0.0007757221492971594,90.93783811972578,-21.881562360515133
20,images/frame_00687.jpg,frame_00687.jpg,-2.8305284629270635,0.5513275460224979,-0.8163409709707617,0.9410302281691363,-0.33799511194223464,-0.014879918517906857,0.014262219901845296,-0.00431096981842019,0.9998889951503097,-0.33802174006329033,-0.9411379908612664,0.0007638077011745428,90.90590659100006,-19.754772443130204
21,images/frame_00686.jpg,frame_00686.jpg,-2.835188892942244,0.5524441986205917,-0.8131342329674186,0.9787155506972645,-0.20464094240814465,-0.015425741915917286,0.01506739700016371,-0.003309262260347936,0.999881003085333,-0.20466763879761143,-0.9788315133226958,-0.00015542011394237555,90.90297608141358,-11.808480971403435
22,images/frame_00685.jpg,frame_00685.jpg,-2.8397641320673763,0.5624976559693463,-0.8131682664541542,0.9910414683278913,-0.13258496020425342,-0.016063448637627983,0.015893710719086376,-0.002338494976706827,0.9998709513736369,-0.13260541472381582,-0.9911688845847011,-0.0002102784924152141,90.92860617204374,-7.618992930564135
23,images/frame_00684.jpg,frame_00684.jpg,-2.8566564470581453,0.5588463202263125,-0.8126602563491886,0.8705739723649248,-0.4917855972145944,-0.015744300970180786,0.013892167647138362,-0.00741825057132907,0.9998759799277731,-0.49184140159081646,-0.8706847270572429,0.0003738320954467138,91.03607929724149,-29.4580114103846
24,images/frame_00683.jpg,frame_00683.jpg,-2.8685962468005566,0.5601578176170542,-0.8108260910865135,0.7899095351307432,-0.6130134213356793,-0.016045858402030735,0.013361479979850027,-0.008954815581460173,0.9998706316972461,-0.6130778051457099,-0.7900217430806744,0.0011172723445405863,91.16372002192111,-37.807713344139266
25,images/frame_00682.jpg,frame_00682.jpg,-2.81973792222722,0.5575397275836395,-0.8131885347131947,0.7694257820120705,-0.6385115819742003,-0.01693882108996111,0.014105510328993412,-0.009527194000847946,0.9998551220816088,-0.6385804558185854,-0.7695532406918147,0.0016760630219119122,91.26115635448305,-39.68092124408078
26,images/frame_00681.jpg,frame_00681.jpg,-2.8054821602712496,0.5642746343726284,-0.8123032716170326,0.7695350952172243,-0.6383830027406328,-0.016818948863432746,0.013686715189149922,-0.009843856694187872,0.9998578750566078,-0.6384578365533221,-0.7696559220179089,0.0011621731428009382,91.25205646213823,-39.67134949247072
27,images/frame_00680.jpg,frame_00680.jpg,-2.817038506717641,0.5672232966408685,-0.813744820773388,0.7714997279808075,-0.6360332563632736,-0.015807103639515038,0.01261794039395779,-0.009544135586090933,0.9998748396955134,-0.6361045160237071,-0.7716026207030692,0.0006621317095476771,91.17375754236974,-39.496661354867385
28,images/frame_00679.jpg,frame_00679.jpg,-2.8097651305069267,0.5727300906047118,-0.8174056510716986,0.8479948913093504,-0.5297997119571949,-0.014728459638278357,0.012509524466817136,-0.0077743514959531905,0.9998915287452091,-0.5298567486697296,-0.8480871551137247,3.493210746462591e-05,90.99504577581557,-31.991923171308756
29,images/frame_00678.jpg,frame_00678.jpg,-2.80820923083691,0.5757630434611382,-0.8169370250177858,0.9346213921931501,-0.35535925453689726,-0.014235570586341065,0.013023153177117167,-0.0058037210939130045,0.9998983509851337,-0.35540575225545146,-0.934711781800382,-0.0007963838847499165,90.87262612918744,-20.815463862155575
30,images/frame_00677.jpg,frame_00677.jpg,-2.8197142656503087,0.5375917335637981,-0.8172210901220096,0.9414154687194898,-0.3369580949044883,-0.014005553684201168,0.012779515404582371,-0.005856325490840602,0.9999011878369628,-0.3370068207643389,-0.9415014305512674,-0.0012070742436100354,90.85233347861421,-19.69165275448973
31,images/frame_00676.jpg,frame_00676.jpg,-2.8518524248506942,0.4534863321406046,-0.8152358992110373,0.9413215589380468,-0.33722327976998423,-0.013934857717970988,0.012727695402785856,-0.005790351342667483,0.9999022330213403,-0.3372709985281555,-0.9414068883392045,-0.0011585073661964816,90.8481163672124,-19.707791280887015
32,images/frame_00675.jpg,frame_00675.jpg,-2.876115963036075,0.39245089789822446,-0.8143896777186661,0.9411812390641913,-0.3376204914668396,-0.013794092042728918,0.012646811443259522,-0.005597501113310162,0.9999043574970583,-0.33766541338122297,-0.9412656743571266,-0.000998440339525162,90.83967533719171,-19.7319676963117
33,images/frame_00674.jpg,frame_00674.jpg,-2.8811871645192233,0.3774790180834791,-0.8089272978879369,0.9410045974362485,-0.33810729834584263,-0.013921221538322662,0.012781167840790579,-0.005598011536383764,0.9999026462688575,-0.33815231383574657,-0.9410909175377871,-0.0009463484648301528,90.84757190285369,-19.761602342328572
34,images/frame_00673.jpg,frame_00673.jpg,-2.8517669547708486,0.3756285105746535,-0.8080114059517849,0.9408740120554072,-0.3384713459126108,-0.013901058767855905,0.012723548031500356,-0.005697534483347997,0.9999028189910764,-0.33851765502592573,-0.9409594486995264,-0.0010541057022200847,90.84646195104338,-19.783767544197875
35,images/frame_00672.jpg,frame_00672.jpg,-2.9898539268071844,0.4320412933743119,-0.813646186857255,0.940965162200848,-0.3382294627590627,-0.01361587478084049,0.012406695550520066,-0.005736739878355012,0.9999065764965668,-0.33827597524779734,-0.9410461828928928,-0.0012017624006745065,90.82901870161375,-19.76904003464208
36,images/frame_00671.jpg,frame_00671.jpg,-2.992520194137233,0.4444332228387643,-0.8147474100757878,0.9409563733405378,-0.33827176884084853,-0.013164796812164363,0.011841928694880238,-0.005974191953986767,0.9999120340086333,-0.33832066179086273,-0.941029498706486,-0.0016156638301749308,90.80156541450293,-19.77161582159017
37,images/frame_00670.jpg,frame_00670.jpg,-2.954795382707396,0.38964283950668016,-0.815051122292945,0.9409264151700928,-0.3383496040250817,-0.013305062616485551,0.011949626331856526,-0.006088811352727294,0.9999100613589404,-0.3384001856762007,-0.9410007809945652,-0.0016859721028232829,90.81013044045335,-19.776354890863104
38,images/frame_00669.jpg,frame_00669.jpg,-3.0134059878665167,0.42026427963104473,-0.8187419325826235,0.9410624883430997,-0.3379752904164677,-0.013194472380419542,0.01176732556877014,-0.006271200053800214,0.99991109609747,-0.33802798860812083,-0.9411340888087041,-0.001924525852920928,90.80328145821339,-19.753565740637427
39,images/frame_00668.jpg,frame_00668.jpg,-3.0831745009362166,0.4547709530645089,-0.8151242854805699,0.9410757059591497,-0.3379343838156411,-0.013299093526658397,0.011875431262958657,-0.0062799575877686715,0.9999097630611549,-0.33798740773260555,-0.9411487195804065,-0.0018967989758067862,90.80963859454634,-19.75107544166184
40,images/frame_00667.jpg,frame_00667.jpg,-3.109824793463013,0.478509421754683,-0.8157738364010025,0.9410636332896354,-0.3379778806882581,-0.013045622452915252,0.011624298532853284,-0.006229056444555105,0.9999130324880408,-0.3380297498495208,-0.9411334384779261,-0.001933182708991049,90.7942196535379,-19.753723431684406
41,images/frame_00666.jpg,frame_00666.jpg,-3.099295085079471,0.4568462963633174,-0.8150063189706094,0.9411925242958145,-0.3376241356817237,-0.01290632460624627,0.011387675359521912,-0.006478274891942032,0.9999141717189184,-0.3376787690388292,-0.9412587173352466,-0.002252549850199011,90.7856326573396,-19.73218951953444
42,images/frame_00665.jpg,frame_00665.jpg,-3.165908109121575,0.49613870544415595,-0.8154637534927871,0.9411686646881371,-0.33769518455044617,-0.012786905043410488,0.011252859975494254,-0.006499903434374484,0.9999155576336012,-0.33774978275569767,-0.941233080372117,-0.002317468812104664,90.77838398864408,-19.736514323050145
43,images/frame_00664.jpg,frame_00664.jpg,-3.2009450533210617,0.5028205039008476,-0.8175151769581585,0.9534133999060631,-0.30142345418749,-0.012115615759990563,0.010635800479925074,-0.006550106910884836,0.9999219838805461,-0.3014792971792803,-0.9534678785177496,-0.0030390799839860056,90.72805384007236,-17.54311915325823
44,images/frame_00663.jpg,frame_00663.jpg,-3.204058675444904,0.5115894169270153,-0.8163427000440306,0.9952722787151367,-0.09647887753149773,-0.011176556331957075,0.010922490401073062,-0.003161125692954917,0.9999353501540945,-0.09650797078281986,-0.9953300113402669,-0.00209239116008051,90.64338433322834,-5.536444286673497
45,images/frame_00662.jpg,frame_00662.jpg,-3.217350315733312,0.5097820127593303,-0.8142169743629234,0.9997463573355337,0.019687875497444725,-0.010936478076984855,0.010974962342459298,-0.001847730912222695,0.9999380651280646,0.019666448482449833,-0.9998044666077829,-0.0020633359430817125,90.62674801331951,1.1281050595139985
46,images/frame_00661.jpg,frame_00661.jpg,-3.2263250324263972,0.5071703569084217,-0.8129145171221116,0.9997496286736692,0.019392575751161486,-0.01116270453769729,0.011194148140087927,-0.0015136268429829377,0.9999361969551849,0.01937444229592767,-0.9998107995713567,-0.0017303312417293994,90.63970944655428,1.111182399282072
47,images/frame_00660.jpg,frame_00660.jpg,-3.21416491059032,0.5106442251113774,-0.8105354358792672,0.9997175379725693,0.020578879341979057,-0.011889154515453934,0.0119201204523783,-0.0013827295502487475,0.9999279958013936,0.02056095811154883,-0.9997872752661032,-0.001627641703815593,90.68135872201591,1.1791661709605792
48,images/frame_00659.jpg,frame_00659.jpg,-3.2326057499411145,0.5202028395747529,-0.80407227760684,0.9870876314836887,0.15974640048427194,-0.011793782439909533,0.011958243478006454,-6.820256263969953e-05,0.9999284943241348,0.1597341735034869,-0.9871580830245624,-0.001977608259720804,90.6845408497145,9.192176710521435
49,images/frame_00658.jpg,frame_00658.jpg,-3.382106074528746,0.4525172523559089,-0.8113329227297046,0.9775537720510465,0.21033801050793066,-0.01210545679998755,0.01220460981929906,0.0008267106955008994,0.9999251782251433,0.21033228056560746,-0.9776283730973604,-0.0017589391913940089,90.70948131237493,12.14216125325045
50,images/frame_00657.jpg,frame_00657.jpg,-3.3066553770189673,0.1003556197212847,-0.8151757458857699,0.9770365002837604,0.21275101677824723,-0.011691021045383151,0.011789085812378749,0.0008076935507618184,0.9999301791059395,0.2127456052870893,-0.9771061101492253,-0.0017189939150504833,90.68555698487849,12.283617760727884
51,images/frame_00656.jpg,frame_00656.jpg,-3.2333015685236477,-0.2150378121298686,-0.8215732356487558,0.9772810071679339,0.21164037938593885,-0.01140968195020503,0.011463503368608904,0.0009727005545795671,0.9999338177820315,0.21163747097181737,-0.977347124448119,-0.0014755384258475842,90.66889350877246,12.218500007611867
52,images/frame_00655.jpg,frame_00655.jpg,-3.167552074354993,-0.4770446365035678,-0.8253238660541488,0.9772337762912459,0.21186587752155073,-0.01126917998678572,0.011330542633438244,0.0009244659793223433,0.9999353789952053,0.21186260472103888,-0.9772983133642851,-0.001497135979299912,90.6606892321867,12.231719883757405
53,images/frame_00654.jpg,frame_00654.jpg,-3.203121079385489,-0.5474816657484031,-0.8194226580838636,0.9771733146031524,0.21217383794089723,-0.010703911477515924,0.010878800718340605,0.0003431321545725783,0.999940764223189,0.21216494272716035,-0.9772318776798854,-0.0019728973177468062,90.6275902290956,12.24977519721417
54,images/frame_00653.jpg,frame_00653.jpg,-3.5058693429945316,-0.6420285917775244,-0.83075341758179,0.9771785903506712,0.21213953122570967,-0.010900451899404567,0.01099692888576498,0.0007251191037740566,0.9999392680344976,0.21213455191306413,-0.9772391168458319,-0.0016243124767106713,90.63910936191107,12.247763778614145
55,images/frame_00652.jpg,frame_00652.jpg,-3.5402855304240646,-0.7671440050282461,-0.8332654990773133,0.9770132773921726,0.21291318515833982,-0.010631527883432516,0.0107103012217161,0.0007834569731109981,0.9999423351588387,0.2129092371109008,-0.9770708059198688,-0.0015149164836408158,90.62344867809225,12.293127197219105
56,images/frame_00651.jpg,frame_00651.jpg,-3.694134265322934,-0.8258444770164098,-0.8369659801063825,0.9771316529357061,0.21238488001552053,-0.010314725974443398,0.01046124462766303,0.00043386946079537145,0.9999451845566991,0.2123777135011465,-0.9771859968798591,-0.0017978626034717722,90.60479906996623,12.262149029141021
57,images/frame_00650.jpg,frame_00650.jpg,-3.6710276173017027,-0.8320455998445994,-0.8307348301715792,0.9771989617676103,0.2120805392075207,-0.010199608313637592,0.010359523603317124,0.0003571502567760151,0.9999462739139571,0.21207278795502418,-0.9772521247524313,-0.0018480464934560077,90.59800850321176,12.244305085105994
58,images/frame_00649.jpg,frame_00649.jpg,-3.7362765284780455,-0.8611547905997621,-0.8266282524819859,0.9769607424940819,0.21319756816616162,-0.009721242381862075,0.01001204610856573,-0.00028434314501346315,0.9999498367826738,0.21318410953476805,-0.9770090655040058,-0.0024123359752014693,90.57010251705759,12.309804041656683
59,images/frame_00648.jpg,frame_00648.jpg,-4.01391463514465,-0.9252542419991276,-0.8349237689146265,0.977079601746369,0.21263555055364747,-0.010078317910463146,0.010352525046626983,-0.00017618592363699665,0.9999463946550731,0.2126223767064889,-0.9771315620730239,-0.0023734625373839496,90.59096986804556,12.276847114310202
60,images/frame_00647.jpg,frame_00647.jpg,-4.048196101217738,-0.9754463717295543,-0.8339234362369837,0.9768510733542568,0.21370321814756352,-0.009639141041147974,0.010025669785262098,-0.000724987862799906,0.9999494778927362,0.21368543336407642,-0.9768983606015386,-0.002850723071990919,90.56535145518056,12.33945908485741
61,images/frame_00646.jpg,frame_00646.jpg,-4.044917844317745,-1.2730550723665726,-0.838958317267469,0.9759543139722399,0.21777193928257654,-0.009410499459663574,0.009853618223142409,-0.0009488957208920491,0.999951000701946,0.21775233924549944,-0.9759992213408866,-0.003071920424790173,90.55244921325632,12.578201890919924
62,images/frame_00645.jpg,frame_00645.jpg,-3.8884164665224072,-1.8148836140043967,-0.8454023976718538,0.9758124792963357,0.2184370723952034,-0.008674598143473353,0.009117537651451284,-0.001019854184499824,0.9999579133166638,0.2184190324965121,-0.975850502536559,-0.00298679467532037,90.50932405706514,12.61725131032474
63,images/frame_00644.jpg,frame_00644.jpg,-3.7944124890326005,-2.166213412763609,-0.8462013292576973,0.9757494348366286,0.21872933888711657,-0.008397304686916058,0.008848509779396316,-0.0010833361977411135,0.9999602633391822,0.21871155042814705,-0.9757849664207211,-0.002992493379859995,90.49307560236709,12.63441191933266
64,images/frame_00643.jpg,frame_00643.jpg,-3.7772705725988436,-2.239732712687411,-0.8484077060900904,0.9747669041238914,0.22307898257336192,-0.008077633239870548,0.008671556609422622,-0.0016829389377089046,0.9999609841501323,0.22305668501682197,-0.9747989193934129,-0.0035749152074722778,90.4747839691384,12.889941098710187
65,images/frame_00642.jpg,frame_00642.jpg,-3.759981647481111,-2.2454532141104666,-0.8555457728768867,0.8775343417153109,0.47944513780835,-0.008113996685248582,0.008576723224543241,0.0012250056045163696,0.9999624678856694,0.47943708338947416,-0.8775709983774538,-0.0030370837646154624,90.52976219253841,28.64916936096673
66,images/frame_00641.jpg,frame_00641.jpg,-3.6595035514689433,-2.4110788277777515,-0.8615806295220263,0.8737241046373849,0.48635871283734594,-0.007835140254022021,0.008415342175690156,0.0009913909958068625,0.9999640979355005,0.48634901972931543,-0.8737586723982164,-0.0032266727817242564,90.51378739938139,29.10152998543494
67,images/frame_00640.jpg,frame_00640.jpg,-3.5242266874256774,-2.608054022429437,-0.865307440594196,0.874091285390343,0.4857019780614064,-0.007616515731963736,0.008154979965390233,0.0010048583559230983,0.9999662417109132,0.4856932355987906,-0.8741238909713664,-0.00308255197135968,90.49924209182676,29.058474341597492
68,images/frame_00639.jpg,frame_00639.jpg,-3.4775308347227414,-2.660476533817064,-0.8612122997122988,0.8740874004299438,0.48571356656753817,-0.007317490134243256,0.00812918079683962,0.0004357159230454914,0.999966861736531,0.4857006596960677,-0.8741179207657717,-0.003567599603172148,90.47964483542557,29.05923393014671
69,images/frame_00638.jpg,frame_00638.jpg,-3.4864553874290354,-2.681323433260079,-0.8509563353249563,0.8739240918823086,0.4860105260489111,-0.007102689444372929,0.008186556747125349,-0.00010694786537733429,0.9999664828636908,0.48599347723638076,-0.8739529478935435,-0.0040722170714005065,90.46565276342906,29.078700559294862
70,images/frame_00637.jpg,frame_00637.jpg,-3.688240540548961,-2.804836845188542,-0.8546219977914241,0.8737038473015667,0.4864049533047415,-0.0071976809496297174,0.008337636418583956,-0.0001792629185655172,0.9999652242372019,0.4863867484105546,-0.8737334761043657,-0.004212090358694534,90.47199907956762,29.104562196757982
71,images/frame_00636.jpg,frame_00636.jpg,-3.69206633211121,-2.814739017516272,-0.8523474648277884,0.8608616983364196,0.5087945337413456,-0.006727315382991377,0.00809466210922361,-0.00047423928026075514,0.999967124230813,0.50877461688126,-0.8608878530517385,-0.004526774270406055,90.44773618540628,30.583567552888084
72,images/frame_00635.jpg,frame_00635.jpg,-3.6963531652434907,-2.8053709826514868,-0.8524735564861979,0.7654043841353697,0.6435191470519162,-0.006263714866572406,0.007118717923847004,0.0012662454902154221,0.9999738588970609,0.6435102567958622,-0.7654289660052934,-0.003611841440466531,90.46887164766628,40.054736793279034
73,images/frame_00634.jpg,frame_00634.jpg,-3.7048172562941724,-2.8048062891903025,-0.856498245779715,0.6433259573859136,0.7655672406737454,-0.006205687768908135,0.006057805749354491,0.003015283151015305,0.9999771042664038,0.7655684251214914,-0.6433488214605719,-0.002697847714852178,90.55267269470079,49.95748268392009
74,images/frame_00633.jpg,frame_00633.jpg,-3.420031207150282,-3.0263937553700213,-0.8638784727835658,0.6402817915146385,0.7681179467212825,-0.005834841856108784,0.005755484305797424,0.0027985162515890994,0.9999795201438854,0.768118545444133,-0.6403022616167076,-0.002629051790834436,90.52211785968889,50.18518162766896
75,images/frame_00632.jpg,frame_00632.jpg,-3.049613062065998,-3.3279154084537597,-0.8728061704879143,0.6404364835026154,0.7679928227619379,-0.005304034780704354,0.005153284123324404,0.002608872211797865,0.9999833175851118,0.7679938491039812,-0.640453133314166,-0.0022868682774215424,90.4745074137757,50.173986655077144
76,images/frame_00631.jpg,frame_00631.jpg,-2.8679081361967267,-3.4652230537043667,-0.872054623703575,0.6419937505512608,0.7666937056752949,-0.004978346212337313,0.005019056320775413,0.0022904422445228006,0.999984780358168,0.7666934402528656,-0.6420089668783521,-0.0023776292849637,90.44429172329087,50.057907817381796
77,images/frame_00630.jpg,frame_00630.jpg,-2.7278922333484927,-3.565504837209736,-0.8797978211733458,0.6383461740704877,0.7697351428525633,-0.004687206771074489,0.004953061041940976,0.0019816848890485753,0.9999857689543963,0.769733478053206,-0.6383603063965874,-0.0025475441840859905,90.42070016280317,50.33011086794771
78,images/frame_00629.jpg,frame_00629.jpg,-2.720809868606057,-3.5634691868165604,-0.8829727449024029,0.5773043164174867,0.8165158167303371,-0.0046524482725481715,0.004923339435388922,0.0022168772542594463,0.9999854219857623,0.816514228274402,-0.5773188066263129,-0.0027401717150157138,90.46173200556267,54.73751930790568
79,images/frame_00628.jpg,frame_00628.jpg,-2.572805475675755,-3.6547222678507585,-0.8859572680204942,0.5322340376585347,0.8465862572269184,-0.004316970258327721,0.004420544408974433,0.0023200852120736563,0.9999875369182042,0.8465857227385906,-0.5322464882731743,-0.0025075438284727692,90.46471802746466,57.8422906236246
80,images/frame_00627.jpg,frame_00627.jpg,-2.4994942815200702,-3.6819398930989284,-0.8840628829113332,0.5325267282787697,0.8464036587638849,-0.004015980555025151,0.004739089678951633,0.00176303265549296,0.9999872152907109,0.8463999188904286,-0.5325389527038983,-0.0030723208346688517,90.432080423878,57.822639635966574
81,images/frame_00626.jpg,frame_00626.jpg,-2.3584750117862803,-3.7670314457431515,-0.8820888735819653,0.5311276894504983,0.8472838005724359,-0.003679237217670521,0.004904438184819797,0.0012679424355808977,0.9999871683217096,0.8472775944075628,-0.5311389193134964,-0.00348201169222239,90.39689399887675,57.917458171794074
82,images/frame_00625.jpg,frame_00625.jpg,-2.1683782182660574,-3.877233330395619,-0.8820990249224722,0.5319661024788022,0.846760162365416,-0.0030481542623312144,0.004856754101884188,0.0005485488344936406,0.9999880544455368,0.8467517202539988,-0.5319745525164439,-0.0038206965101961797,90.32829998451474,57.86101601989834
83,images/frame_00624.jpg,frame_00624.jpg,-1.853215607512653,-4.074753011682222,-0.8845845869024691,0.5298918976015032,0.8480615462538218,-0.0024876940838962002,0.004402379514871399,0.00018263379404244895,0.9999902918026274,0.8480537682900096,-0.5298977056097471,-0.003636712614523387,90.268985665217,58.001454277129824
84,images/frame_00623.jpg,frame_00623.jpg,-1.6781985608399068,-4.188014226088175,-0.8844434074120419,0.5312217134060455,0.8472303993649836,-0.0020346001561694044,0.004372048718007126,-0.0003398681400666547,0.9999903837935916,0.8472215615740388,-0.5312255009706306,-0.0038846779209833543,90.2194440268393,57.91169807843207
85,images/frame_00622.jpg,frame_00622.jpg,-1.6636983394264082,-4.181086846241603,-0.8847249793118266,0.45136262679993827,0.8923384528701424,-0.0019653644904920006,0.004161857584288579,9.731787995721924e-05,0.9999913336977868,0.8923309117528696,-0.4513668951734843,-0.0036698599075677056,90.2494809542499,63.16858278593616
86,images/frame_00621.jpg,frame_00621.jpg,-1.613222126876944,-4.199653693043287,-0.8907785638836357,0.33362692266289473,0.9427041042494634,-0.0014304914203889967,0.0033975875676469655,0.00031500489436731336,0.9999941775683678,0.9426990669737649,-0.33362984069644236,-0.0030978256341340537,90.24566548197593,70.51074998971092
87,images/frame_00620.jpg,frame_00620.jpg,-1.180727342905946,-4.345349962771103,-0.8921170409041757,0.33240322395366145,0.9431371985134546,-0.0005652303994940788,0.0030025412245213118,-0.0004589221930947663,0.9999953860576637,0.9431325884791635,-0.3324033877243328,-0.0029843555384291283,90.09742771067171,70.58526414706655
